,Chucky,Hammer,Katze,Kreatur,Munster,Pedro,binary_alpha_digits,caltech101,caltech_birds2010,caltech_birds2011,cats_vs_dogs,cifar100,cifar10,colorectal_histology,deep_weeds,default,eurosat,fashion_mnist,horses_or_humans,mnist
Hammer_26,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_27,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_28,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_29,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_30,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_31,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_32,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_33,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_34,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_35,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_36,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_37,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_38,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_39,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_40,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_41,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_42,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_43,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_44,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_45,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_46,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_47,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_48,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_49,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_50,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_51,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_52,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_53,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_54,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_55,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_56,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_57,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_58,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_59,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_60,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_61,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_62,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_63,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_64,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_65,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_66,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_67,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_68,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_69,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_70,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_71,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_72,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_73,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_74,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_75,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_76,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_77,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_78,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_79,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_80,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_81,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_82,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_83,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_84,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_85,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_86,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_87,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_88,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_89,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_90,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_91,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_92,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_93,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_94,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_95,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_96,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_97,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_98,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Hammer_99,0.79051,0.83469,0.81887,0.76092,0.78771,0.74721,0.81361,0.78482,0.75122,0.75322,0.78124,0.83151,0.81629,0.83208,0.78900,0.76705,0.78310,0.80617,0.80294,0.78298
Katze_0,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_1,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_2,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_3,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_4,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_5,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_6,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_7,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_8,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_9,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_10,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_11,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_12,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_13,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_14,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_15,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_16,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_17,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_18,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_19,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_20,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_21,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_22,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_23,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_24,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_25,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_26,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_27,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_28,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_29,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_30,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_31,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_32,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_33,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_34,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_35,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_36,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_37,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_38,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_39,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_40,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_41,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_42,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_43,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_44,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_45,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_46,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_47,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_48,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_49,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_50,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_51,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_52,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_53,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_54,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
Katze_55,0.87459,0.82366,0.86370,0.84878,0.86832,0.82752,0.83808,0.84248,0.84238,0.85240,0.83304,0.87639,0.83194,0.84215,0.83173,0.86313,0.82740,0.86099,0.86406,0.86818
